,Profile,Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
428,Profile,Sungyeon,Bae Sungyeon,배성연,성연,1999-05-25,Pristin,USA,South Korea,0,0,California,,,F,,,
429,Profile,Xiyeon,Park Junghyun,박정현,시연,2000-11-14,Pristin,South Korea,,164,51,,,,F,,,
430,Profile,Kyla,Kyla Massie,카일라 매시,카일라,2001-12-26,Pristin,USA,South Korea,0,0,California,,,F,,,
431,Profile,Alice,Song Joohee,송주희,앨리스,1990-03-21,Hello Venus,South Korea,,166,47,Wonju,,,F,,jh.song_alice,
432,Profile,Nara,Kwon Nara,권나라,나라,1991-03-13,Hello Venus,South Korea,,172,52,Seongnam,,,F,,hv_nara,
433,Profile,Lime,Kim Hyerim,김혜림,라임,1993-01-19,Hello Venus,South Korea,,169,50,,,,F,,hv_lime,
434,Profile,Seoyoung,Lee Seoyoung,이서영,서영,1994-06-27,Hello Venus,South Korea,,164,50,,,,F,,hv_seo0,
435,Profile,Yooyoung,Lee Yooyoung,이유영,유영,1995-01-23,Hello Venus,South Korea,,170,49,Suwon,,,F,,hv_u0,
436,Profile,Yeoreum,Ahn Chaeyeon,안채연,여름,1996-06-04,Hello Venus,South Korea,,167,48,,,,F,,,
437,Profile,Eunice,Heo Sooyeon,허수연,유니스,1991-09-02,DIA,South Korea,,166,49,Busan,,,F,,,
438,Profile,Huihyeon,Ki Huihyeon,기희현,희현,1995-06-16,DIA,South Korea,,167,46,Namwon,,,F,,,
439,Profile,Jenny,Lee Soyul,이소율,제니,1996-09-04,,South Korea,,165,47,Seoul,,DIA,F,,,
440,Profile,Yebin,Baek Yebin,백예빈,예빈,1997-07-13,DIA,South Korea,,164,43,Chuncheon,UNI.T,,F,,,
441,Profile,Eunjin,Ahn Eunjin,안은진,은진,1997-08-31,,South Korea,,170,49,Mokpo,,DIA,F,,,
442,Profile,Chaeyeon,Jung Chaeyeon,정채연,채연,1997-12-01,DIA,South Korea,,165,49,Suncheon,,I.O.I,F,,,
443,Profile,Eunchae,Kwon Chaewon,권채원,은채,1999-05-26,DIA,South Korea,,0,0,,,,F,,,
444,Profile,Taeil,Moon Taeil,문태일,태일,1994-06-14,NCT,South Korea,,171,60,Seoul,"NCT U, NCT 127",,M,Main Vocal,,
445,,Taeyong,Lee Taeyong,이태용,태용,1995-07-01,NCT,South Korea,,0,0,,"NCT U, NCT 127,SuperM",,M,,,
446,,Doyoung,Kim Dongyoung,김동영,도영,1996-02-01,NCT,South Korea,,0,0,Guri,"NCT U, NCT 127",,M,,,
447,,Ten,Chittaphon Leechaiyapornkul,칫따폰 리차이야뽄꾼,텐,1996-02-27,NCT,Thailand,,0,0,Bangkok,"NCT U,SuperM",,M,,,
448,,Jaehyun,Jung Yoonoh,정윤오,재현,1997-02-14,NCT,South Korea,,0,0,Seoul,"NCT U, NCT 127",,M,,,
449,,Mark,Mark Lee,마크 리,마크,1999-08-02,NCT,Canada,,0,0,Vancouver,"NCT U, NCT 127, NCT Dream, SuperM",,M,,,
450,,Johnny,John Seo,존 서,쟈니,1995-02-09,NCT,USA,,0,0,Chicago,NCT 127,,M,,,
451,,Yuta,Nakamoto Yuta,나카모토 유타,유타,1995-10-26,NCT,Japan,,0,0,Osaka,NCT 127,,M,,,
452,,Winwin,Dong Sicheng,뚱쓰청,윈윈,1997-10-28,NCT,China,,0,0,Zhejiang,NCT 127,,M,,,
453,,Haechan,Lee Donghyuk,이동혁,해찬,2000-06-06,NCT,South Korea,,0,0,,"NCT 127, NCT Dream",,M,,,
454,,Renjun,Hwang Renjun,황런쥔,런쥔,2000-03-23,NCT,China,,0,0,Jilin,NCT Dream,,M,,,
455,,Jeno,Lee Jeno,이제노,제노,2000-04-23,NCT,South Korea,,0,0,,NCT Dream,,M,,,
456,,Jaemin,Na Jaemin,나재민,재민,2000-08-13,NCT,South Korea,,0,0,,NCT Dream,,M,,,
457,,Chenle,Zhong Chenle,중천러,천러,2001-11-22,NCT,China,,0,0,Shanghai,NCT Dream,,M,,,
458,,Jisung,Park Jisung,박지성,지성,2002-02-05,NCT,South Korea,,0,0,,NCT Dream,,M,,,
459,,Soohyun,Shin Soohyun,신수현,수현,1989-03-11,U-KISS,South Korea,,0,0,Pocheon,,,M,,,
460,,Kiseop,Lee Kiseop,이기섭,기섭,1991-01-17,U-KISS,South Korea,,0,0,Seongnam,,,M,,,
461,,Eli,Ellison Kim,엘리슨 킴,일라이,1991-03-13,U-KISS,USA,South Korea,0,0,Los Angeles,,,M,,,
462,,Hoon,Yeo Hoonmin,여훈민,훈,1991-08-16,U-KISS,South Korea,,0,0,Namyangju,,,M,,,
463,,Kevin,Christopher Woo,크리스토퍼 우,케빈,1991-11-25,U-KISS,USA,South Korea,0,0,Los Angeles,,,M,,,
464,,Jun,Lee Junyoung,이준영,준,1997-01-22,U-KISS,South Korea,,0,0,,,,M,,,
465,,Seungho,Yang Seungho,양승호,승호,1987-10-16,MBLAQ,South Korea,,0,0,Seoul,,,M,,,
466,,G.O,Jung Byunghee,정병희,지오,1987-11-06,MBLAQ,South Korea,,0,0,Changwon,,,M,,,
467,,Mir,Bang Cheolyong,방철용,미르,1991-03-10,MBLAQ,South Korea,,0,0,Bukhamyeon,,,M,,,
468,,Lee Joon,Lee Changseon,이창선,이준,1988-02-07,,South Korea,,0,0,Seoul,,MBLAQ,M,,,
469,,Thunder,Park Sanghyun,박상현,천둥,1990-10-07,,South Korea,,0,0,Busan,,MBLAQ,M,,,
470,,C.A.P,Bang Minsoo,방민수,캡,1992-11-04,Teen Top,South Korea,,0,0,Seongnam,,,M,,,
471,,Chunji,Lee Chanhee,이찬희,천지,1993-10-05,Teen Top,South Korea,,0,0,Seongnam,,,M,,,
472,,L.Joe,Lee Byunghun,이병헌,엘조,1993-11-23,,South Korea,,0,0,Gunsan,,Teen Top,M,,,
473,,Niel,Ahn Daniel,안다니엘,니엘,1994-08-16,Teen Top,South Korea,,0,0,Anyang,,,M,,,
474,,Ricky,Yoo Changhyun,유창현,리키,1995-02-27,Teen Top,South Korea,,0,0,Seoul,,,M,,,
475,,Changjo,Choi Jonghyun,최종현,창조,1995-11-16,Teen Top,South Korea,,0,0,Chuncheon,,,M,,,
476,,MJ,Kim Myungjun,김명준,엠제이,1994-03-05,ASTRO,South Korea,,0,0,Nowon,,,M,,,
477,,Jin Jin,Park Jinwoo,박진우,진진,1996-03-15,ASTRO,South Korea,,0,0,Nowon,,,M,,,
478,,Eunwoo,Cha Eunwoo,차은우,은우,1997-03-30,ASTRO,South Korea,,0,0,Gunpo,,,M,,,
479,,Moon Bin,Moon Bin,문빈,문빈,1998-01-26,ASTRO,South Korea,,0,0,Cheongju,,,M,,,
480,,Rocky,Park Minhyuk,박민혁,라키,1999-02-25,ASTRO,South Korea,,0,0,Jinju,,,M,,,
481,,Sanha,Yoon Sanha,윤산하,산하,2000-03-21,ASTRO,South Korea,,0,0,Seoul,,,M,,,
482,,Kevin,Kevin Jiyeop Kim,케빈 지엽 킴,케빈,1988-02-23,ZE:A,South Korea,Australia,0,0,Sydney,,,M,,,
483,,Kwanghee,Hwang Kwanghee,황광희,광희,1988-08-25,ZE:A,South Korea,,0,0,Paju,,,M,,,
484,,Siwan,Yim Siwan,임시완,시완,1988-12-01,ZE:A,South Korea,,0,0,Busan,,,M,,,
485,,Lee Hoo,Moon Junyoung,문준영,,1989-02-09,ZE:A,South Korea,,0,0,Seoul,,,M,,,
486,,Taeheon,Kim Taeheon,김태헌,태헌,1989-06-18,ZE:A,South Korea,,0,0,Gwangju,,,M,,,
487,,Heechul,Jung Heechul,정희철,희철,1989-12-09,ZE:A,South Korea,,0,0,Jeju,,,M,,,
488,,Minwoo,Ha Minwoo,하민우,민우,1990-09-06,ZE:A,South Korea,,0,0,Yangsan,,,M,,,
489,,Hyungsik,Park Hyungsik,박형식,형식,1991-11-16,ZE:A,South Korea,,0,0,Yongin,,,M,,,
490,,Dongjun,Kim Dongjun,김동준,동준,1992-02-11,ZE:A,South Korea,,0,0,Busan,,,M,,,
491,,Shownu,Son Hyunwoo,손현우,셔누,1992-06-18,MONSTA X,South Korea,,0,0,,,,M,,,
492,,Wonho,Shin Hoseok,신호석,원호,1993-03-01,,South Korea,,0,0,Anyang,,MONSTA X,M,,,
493,,Minhyuk,Lee Minhyuk,이민혁,민혁,1993-11-03,MONSTA X,South Korea,,0,0,,,,M,,,
494,,Kihyun,Yoo Kihyun,유기현,기현,1993-11-22,MONSTA X,South Korea,,0,0,Goyang,,,M,,,
495,,Hyungwon,Chae Hyungwon,채형원,형원,1994-01-15,MONSTA X,South Korea,,0,0,Gwangju,,,M,,,
496,,Jooheon,Lee Jooheon,이주헌,주헌,1994-10-06,MONSTA X,South Korea,,0,0,Daegu,,,M,,,
497,,I.M,Lim Changkyun,임창균,아이엠,1996-01-26,MONSTA X,South Korea,,0,0,Gwangju,,,M,,,
498,,Rain,Jung Jihoon,정지훈,비,1982-06-25,,South Korea,,0,0,Seosan,,,M,,,
499,,PSY,Park Jaesang,박재상,싸이,1977-12-31,,South Korea,,0,0,Seoul,,,M,,,
500,,Gunwoo,Lee Gunwoo,이건우,건우,1989-01-30,MYNAME,South Korea,,0,0,Daejeon,,,M,,,
501,,Insoo,Kang Insoo,강인수,인수,1988-03-10,MYNAME,South Korea,,0,0,Suwon,,,M,,,
502,,Seyong,Kim Seyong,김세용,세용,1991-11-20,MYNAME,South Korea,,0,0,Busan,,,M,,,
503,,JunQ,Kang Junkyu,강준규,준규,1993-08-09,MYNAME,South Korea,,0,0,Uljeongbu,,,M,,,
504,,Chaejin,Chae Jinseok,채진석,채진,1995-12-26,MYNAME,South Korea,,0,0,Seoul,,,M,,,
505,,Chungha,Kim Chungha,김청하,청하,1996-02-09,,South Korea,,0,0,Dallas,,I.O.I,F,,,
506,,Sohye,Kim Sohye,김소혜,소혜,1999-07-19,,South Korea,,0,0,Seoul,,I.O.I,F,,,
507,Profile,Yoojung,Choi Yoojung,최유정,유정,1999-11-12,Weki Meki,South Korea,,0,0,Guri,"I.O.I, WJMK",,F,,,
508,Profile,Doyeon,Kim Doyeon,김도연,도연,1999-12-04,Weki Meki,South Korea,,0,0,Incheon,"I.O.I, WJMK",,F,,,
509,,Somi,Jeon Somi,전소미,소미,2001-03-09,,South Korea,Canada,0,0,Ontario,,I.O.I,F,,,
510,,Jinu,Kim Jinwoo,김진우,진우,1991-09-26,WINNER,South Korea,,0,0,Imja,,,M,,,
511,,Hoony,Lee Seunghoon,이승훈,승훈,1992-01-11,WINNER,South Korea,,0,0,Busan,,,M,,,
512,,Yoon,Kang Seungyoon,강승윤,승윤,1994-01-21,WINNER,South Korea,,0,0,Busan,,,M,,,
513,,Mino,Song Minho,송민호,민호,1993-03-30,WINNER,South Korea,,0,0,Yongin,,,M,,,
514,,Taehyun,Nam Taehyun,남태현,태현,1994-05-10,,South Korea,,0,0,Hanam,,WINNER,M,,,
515,,B.I,Kim Hanbin,김한빈,비아이,1996-10-22,,South Korea,,0,0,Goyang,,iKON,M,,,
516,,Jay,Kim Jinhwan,김진환,제이,1994-02-07,iKON,South Korea,,0,0,Jeju,,,M,,,
517,,Song,Song Yunhyeong,송윤형,송,1995-02-08,iKON,South Korea,,0,0,,,,M,,,
518,,Bobby,Kim Jiwon,김지원,바비,1995-12-21,iKON,South Korea,USA,0,0,Seoul,,,M,,,
519,,DK,Kim Donghyuk,김동혁,디케이,1997-01-03,iKON,South Korea,,0,0,,,,M,,,
520,,Ju-ne,Koo Junhoe,구준회,준회,1997-03-31,iKON,South Korea,,0,0,Seoul,,,M,,,
521,,Chan,Jung Chanwoo,정찬우,찬,1998-01-26,iKON,South Korea,,0,0,Yongin,,,M,,,
522,,I,Cha Yoonji,차윤지,아이,1996-12-02,,South Korea,,0,0,Busan,,,F,,,
523,,Jae,Park Jaehyung,박제형,제이,1992-09-15,DAY6,South Korea,"Argentina,USA",0,0,Buenos Aires,,,M,"Guitarist, Voca;",,
524,,Sungjin,Park Sungjin,박성진,성진,1993-01-16,DAY6,South Korea,,0,0,,,,M,Guitarist,,
525,,Young K,Kang Young-hyun,강영현,영케이,1993-12-19,DAY6,South Korea,Canada,0,0,,,,M,Bassist,,
526,,Wonpil,Kim Wonpil,김원필,원필,1994-04-28,DAY6,South Korea,,0,0,,,,M,Keyboardist,,
527,,Dowoon,Yoon Dowoon,윤도운,도운,1995-08-25,DAY6,South Korea,,0,0,,,,M,Drummer,,
528,,Junhyeok,Kim Junhyeok,임준혁,준혁,1993-07-17,,South Korea,,0,0,,,DAY6,M,Keyboardist,,
529,,Yonghwa,Jung Yonghwa,정용화,용화,1989-06-22,CNBLUE,South Korea,,0,0,Seoul,,,M,Vocal,,
530,,Jonghyun,Lee Jonghyun,이종현,종현,1990-05-15,CNBLUE,South Korea,,0,0,Busan,,,M,Guitarist,,
531,,Minhyuk,Kang Minhyuk,강민혁,민혁,1991-06-28,CNBLUE,South Korea,,0,0,Ilsan,,,M,Drummer,,
532,,Jungshin,Lee Jungshin,이정신,정신,1991-09-15,CNBLUE,South Korea,,0,0,,,,M,Bassist,,
533,,Jonghoon,Choi Jonghoon,최종훈,종훈,1990-03-07,FTISLAND,South Korea,,0,0,Seoul,,,M,Guitarist,,
534,,Honggi,Lee Honggi,이홍기,홍기,1990-03-02,FTISLAND,South Korea,,0,0,Gwangju,,,M,Vocal,,
535,,Jaejin,Lee Jaejin,이재진,재진,1991-12-17,FTISLAND,South Korea,,0,0,Cheongju,,,M,Bassist,,
536,,Seunghyun,Song Seungyun,송승현,승현,1992-08-21,FTISLAND,South Korea,,0,0,Seoul,,,M,Guitarist,,
537,,Minhwan,Choi Minhwan,최민환,민환,1992-11-11,FTISLAND,South Korea,,0,0,Seoul,,,M,Drummer,,
538,,Kwangjin,Kwon Kwangjin,권광진,광진,1992-08-12,N.Flying,South Korea,,0,0,Seoul,,CNBLUE,M,Bassist,,
539,,Seunghyub,Lee Seunghyub,이승협,승협,1992-10-31,N.Flying,South Korea,,0,0,Daegu,,,M,Vocal,,
540,,Cha Hoon,Cha Hoon,차훈,차훈,1994-07-12,N.Flying,South Korea,,0,0,Seoul,,,M,Guitar,,
541,,Jaehyun,Kim Jaehyun,김재현,재현,1994-07-15,N.Flying,South Korea,,0,0,Seoul,,,M,Drummer,,
542,,Inseong,Kim Inseong,김인성,인성,1993-07-12,SF9,South Korea,,0,0,,,,M,,,
543,,Youngbin,Kim Youngbin,김영빈,영빈,1993-11-23,SF9,South Korea,,0,0,,,,M,,,
544,,Jaeyoon,Lee Jaeyoon,이재윤,재윤,1994-08-09,SF9,South Korea,,0,0,,,,M,,,
545,,Dawon,Lee Sanghyuk,이상혁,다원,1995-07-24,SF9,South Korea,,0,0,,,,M,,,
546,,Zuho,Bae Juho,백주호,주호,1996-07-04,SF9,South Korea,,0,0,,,,M,,,
547,,Rowoon,Kim Seokwoo,김석우,로운,1996-08-07,SF9,South Korea,,0,0,,,,M,,,
548,,Taeyang,Yoo Taeyang,유태양,태양,1997-02-28,SF9,South Korea,,0,0,,,,M,,,
549,,Hwiyoung,Kim Youngkyun,김영균,휘영,1999-05-11,SF9,South Korea,,0,0,,,,M,,,
550,,Chani,Kang Chanhee,강찬희,찬희,2000-01-17,SF9,South Korea,,0,0,,,,M,,,
551,,Johyun,Shin Jiwon,신지원,조현,1996-04-14,Berry Good,South Korea,,0,0,,,,F,,,
552,Profile,Serri,Park Miyeon,박미연,세리,1990-09-16,Dal Shabet,South Korea,,0,0,Seoul,,,F,,,
553,Profile,Ahyoung,Cho Jayoung,조자영,아영,1991-05-26,Dal Shabet,South Korea,,0,0,Seoul,,,F,,,
554,Profile,Woohee,Bae Woohee,배우희,우희,1991-11-21,Dal Shabet,South Korea,,0,0,Busan,UNI.T,,F,,,
555,Profile,Subin,Park Subin,박수빈,수빈,1994-02-12,Dal Shabet,South Korea,,0,0,Gwangju,,,F,,,
556,,Jiyul,Yang Jungyoon,양정윤,지율,1991-07-30,,South Korea,,0,0,Seoul,,Dal Shabet,F,,,
557,,Gaeun,Cho Kaeun,조가은,가은,1992-07-28,,South Korea,,0,0,Changwon,,Dal Shabet,F,,,
558,,Viki,Kang Eunhye,강은혜,비키,1988-03-28,,South Korea,,0,0,Seoul,,Dal Shabet,F,,,
559,,Haeri,Lee Haeri,이해리,해리,1985-02-14,Davichi,South Korea,,0,0,Seoul,,,F,,,
560,,Minkyung,Kang Minkyung,강민경,민경,1990-08-03,Davichi,South Korea,,0,0,Goyang,,,F,,,
561,,Sulli†,Choi Jinri,최진리,설리,1994-03-29,,South Korea,,0,0,Busan,,f(x),F,,,
562,,Ashley,Ashley Choi,애슐리 최,애슐리,1991-11-09,Ladies' Code,South Korea,USA,0,0,Incheon,,,F,,,
563,,Sojung,Lee Sojung,이소정,소정,1993-09-03,Ladies' Code,South Korea,,0,0,Wonju,,,F,,,
564,,Zuny,Kim Joomi,김주미,주니,1994-12-08,Ladies' Code,South Korea,,0,0,Gwangju,,,F,,,
565,,Yunji,Lee Yunji,이윤지,윤지,1992-04-04,Playback,South Korea,,0,0,,,,F,,,
566,,Hayoung,Lee Hayoung,이하영,하영,1993-08-03,Playback,South Korea,,0,0,,,,F,,,
567,,Yujin,Seo Yoojin,소유진,유진,1994-06-18,Playback,South Korea,,0,0,,,,F,,,
568,,Woolim,Hwang Woolim,황우림,우림,1996-08-29,Playback,South Korea,,0,0,,,,F,,,
569,,Red,Lee Heejin,이희진,빨강,1991-07-10,Pungdeng-E,South Korea,,163,0,Daegu,,,F,,,
570,,Yellow,Kim Eunbi,김은비,노랑,1993-05-05,Pungdeng-E,South Korea,,156,0,Seoul,,,F,,,
571,,Blue,Jung Gahee,정가희,파랑,1994-01-18,Pungdeng-E,South Korea,,161,0,Gwangju,,,F,,,
572,,Jaekyung,Kim Jaekyung,김재경,재경,1988-12-24,Rainbow,South Korea,,168,45,Seoul,Rainbow Blaxx,,F,,,
573,,Woori,Go Woori,고우리,우리,1988-02-22,Rainbow,South Korea,,165,44,Jeonju,Rainbow Blaxx,,F,,,
574,,Seungah,Oh Seungah,오승아,승아,1988-09-13,Rainbow,South Korea,,167,45,Seoul,"Rainbow Blaxx, Rainbow Pixie",,F,,,
575,,Noeul,No Eul,노을,노을,1989-05-10,Rainbow,South Korea,,164,44,Jeonju,,,F,,,
576,,Yoonhye,Jung Yoonhye,정윤혜,윤혜,1990-04-14,Rainbow,South Korea,,166,47,Daejeon,,,F,,,
577,,Jisook,Kim Jisook,김지숙,지숙,1990-07-18,Rainbow,South Korea,,164,41,Suwon,Rainbow Pixie,,F,,,
578,,Hyunyoung,Cho Hyunyoung,조현영,현영,1991-08-11,Rainbow,South Korea,,160,41,Seoul,"Rainbow Blaxx, Rainbow Pixie",,F,,,
579,,J-Hoon,Lim Junghoon,임정훈,제이훈,1990-07-15,B.I.G,South Korea,,172,62,Seoul,,,M,,,
580,,Benji,Baek Jaewook,배제욱,벤지,1992-05-03,B.I.G,USA,South Korea,183,72,Indianapolis,,,M,,,
581,,Gunmin,Lee Gunmin,이건민,건민,1994-10-03,B.I.G,South Korea,,177,64,Gangwon,,,M,,,
582,,Minpyo,Gook Minpyo,국민표,민표,1994-11-15,B.I.G,South Korea,,173,57,Gwangju,,,M,,,
583,,Heedo,Yoon Heedo,유희도,희도,1996-04-22,B.I.G,South Korea,,180,60,Seoul,,,M,,,
584,Profile,Vivi,Wong Viian,황가희,비비,1996-12-09,LOONA,Hong Kong,,0,0,Hong Kong,Loona 1/3,,F,,,
585,,Minjae,Shin Minjae,신민재,민재,1991-08-13,Tahiti,South Korea,,0,0,Busan,,,F,,,
586,,Miso,Park Miso,박미소,미소,1991-04-04,Tahiti,South Korea,,0,0,Gwangju,,,F,,,
587,,Jerrry,Ahn Sohyun,안소현,제리,1992-08-27,Tahiti,South Korea,,0,0,Seoul,,,F,,,
588,,Jisoo,Shin Jisoo,신지수,지수,1994-02-28,Tahiti,South Korea,,0,0,Chuncheon,,,F,,,
589,,Ari,Kim Sunyoung,김선영,아리,1994-10-23,Tahiti,South Korea,,0,0,Daegu,,,F,,,
590,,Sihyun,Park Sihyun,박시현,시현,1986-11-29,SPICA,South Korea,,0,0,,SPICA-S,SPICA,F,,,
591,,Boa,Kim Boah,김보아,보아,1987-01-14,KEEMBO,South Korea,,0,0,,,SPICA,F,,,
592,,Narae,Park Narae,박나래,나래,1988-02-23,SPICA,South Korea,,0,0,Incheon,SPICA-S,SPICA,F,,,
593,,Jiwon,Yang Jiwon,양지원,지원,1988-04-05,UNI.T,South Korea,,0,0,Seoul,SPICA-S,SPICA,F,,,
594,,Bohyung,Kim Bohyung,김보형,보형,1991-03-31,KEEMBO,South Korea,,0,0,,SPICA-S,SPICA,F,,,
595,Profile,Gayoung,Kim Gayoung,김가영,가영,1991-12-02,Stellar,South Korea,,0,0,Seoul,,,F,,,
596,Profile,Minhee,Joo Minhee,주민희,민희,1993-01-03,Stellar,South Korea,,0,0,Seoul,,,F,,,
597,Profile,Hyeoeun,Lee Hyoeun,이효은,효은,1993-03-16,Stellar,South Korea,,0,0,Seoul,,,F,,,
598,Profile,Jeonyul,Jeon Yuri,전유리,전율,1994-03-20,Stellar,South Korea,,0,0,Seoul,,,F,,,
599,,Jiyou,Im Changsook,임창숙,지유,1989-06-15,Two X,South Korea,,0,0,,,,F,,,
600,,Eun,Choi Eunmi,최은미,은,1990-05-14,Two X,South Korea,,0,0,,,,F,,,
601,,Surin,Kim Surin,김수린,수린,1991-12-27,Two X,South Korea,,0,0,,,,F,,,
602,,Eunyoung,Joo Eunyoung,주은영,은영,1992-06-12,Two X,South Korea,,0,0,,,,F,,,
603,,Nari,Kim Nari,김나리,나리,1992-10-05,Wassup,South Korea,,0,0,,,,F,,,
604,,Jiae,Kim Jiae,김지애,지애,1995-10-31,Wassup,South Korea,,0,0,,,,F,,,
605,,Sujin,Bang Sujin,방수진,수진,1996-06-26,Wassup,South Korea,,0,0,,,,F,,,
606,,Woojoo,Kim Woojoo,김우주,우주,1996-08-12,Wassup,South Korea,,0,0,,,,F,,,
607,,Jinju,Park Jinju,박진주,진주,1990-04-28,,South Korea,,0,0,,,Wassup,F,,,
608,,Dain,Song Jieun,송지은,다인,1990-06-25,,South Korea,,0,0,,,Wassup,F,,,
609,,Nada,Yoon Yejin,윤예진,나다,1991-05-24,,South Korea,,0,0,,,Wassup,F,,,
610,,Minwoo†,Seo Minwoo,서민우,민우,1985-02-08,100%,South Korea,,0,0,Daegu,,,M,,,
611,,Rokhyun,Kim Rokhyun,김록현,록현,1991-02-10,100%,South Korea,,0,0,Suncheon,,,M,,,
612,,Jonghwan,Jo Jonghwan,조종환,종환,1992-11-23,100%,South Korea,,0,0,Seoul,,,M,,,
613,,Chanyong,Kim Chanyong,김찬용,찬용,1993-04-29,100%,South Korea,,0,0,Suwon,,,M,,,
614,,Hyukjin,Jang Hyukjin,장혁진,혁진,1993-12-20,100%,South Korea,,0,0,Busan,,,M,,,
615,,Sanghoon,Lee Sanghoon,이상훈,상훈,1993-12-23,,South Korea,,0,0,Cheongju,,100%,M,,,
616,,Changbum,Woo Changbum,우창범,창범,1993-10-07,,South Korea,,0,0,Sokcho,,100%,M,,,
617,,Cory,Hong Joohyung,홍주현,코리,1990-11-25,24K,South Korea,USA,175,58,Daegu,,,M,,,
618,,Sungoh,Yoo Sungoh,유성오,성오,1991-01-08,,South Korea,,0,0,,,24K,M,,,
619,,Kisu,Choi Kisu,최기수,기수,1990-10-02,24K,South Korea,,179,60,Seoul,,,M,,,
620,,Daeil,Kim Daeil,김대일,대일,1992-05-10,,South Korea,,0,0,Busan,,24K,M,,,
621,,Jeonguk,Kim Jeonguk,김정욱,정욱,1993-03-20,24K,South Korea,,178,58,Busan,,,M,,,
622,,Hui,Liang Hui,양휘,양휘,1995-07-18,24K,China,,178,58,,,,M,,,
623,,Changsun,Lee Changsun,이창선,창선,1996-03-17,24K,South Korea,,179,58,,,,M,,,
624,,Jinhong,Kim Jinhong,김진홍,진홍,1998-01-02,24K,South Korea,,180,53,Seoul,,,M,,,
625,,Hongseob,Shim Hongseob,심홍섭,홍섭,1998-01-08,24K,South Korea,,177,58,,,,M,,,
626,,Onejunn,Jo Wonjun,조원준,원준,1988-11-22,Boys Republic,South Korea,,179,61,Changwon,,,M,,,
627,,Sunwoo,Choi Sunwoo,최선우,선우,1992-03-12,Boys Republic,South Korea,,183,65,Seoul,,,M,,,
628,,Sungjun,Park Sungjun,박성준,성준,1992-12-17,Boys Republic,South Korea,,175,55,Ansan,,,M,,,
629,,Minsu,Park Minsu,김민수,민수,1993-04-15,Boys Republic,South Korea,,172,55,Gwangju,,,M,,,
630,,Suwoong,Lee Suwoong,이수웅,수웅,1995-01-20,Boys Republic,South Korea,,174,56,,,,M,,,
631,Profile,JB,Im Jaebum,임재범,제이비,1994-01-06,GOT7,South Korea,,179,63,Goyang,,,M,,,
632,Profile,Mark,Mark Yien Tuan,마크 이엔 투안,마크,1993-09-04,GOT7,USA,Taiwan,175,59,Los Angeles,,,M,,,
633,Profile,Jackson,Jackson Wang,잭슨 왕,잭슨,1994-03-28,GOT7,Hong Kong,,174,63,Hong Kong,,,M,,,
634,Profile,Jinyoung,Park Jinyoung,박진영,진영,1994-09-22,GOT7,South Korea,,178,63,Changwon,,,M,,,
635,Profile,Youngjae,Choi Youngjae,최영재,영재,1996-09-17,GOT7,South Korea,,175,59,Mokpo,,,M,,,
636,Profile,BamBam,Kunpimook Bhuwakul,꾼삐묵 부와꾼,뱀뱀,1997-05-02,GOT7,Thailand,,170,52,Bangkok,,,M,,,
637,Profile,Yugyeom,Kim Yugyeom,김유겸,유겸,1997-11-17,GOT7,South Korea,,180,64,Namyangju,,,M,,,
638,,Aron,Kwak Youngmin,곽영민,아론,1993-05-21,NU'EST,South Korea,USA,0,0,California,NU'EST W,,M,,,
639,,JR,Kim Jonghyun,김종현,제이알,1995-06-08,NU'EST,South Korea,,0,0,Gangwon,NU'EST W,,M,,,
640,,Baekho,Kang Dongho,강동호,백호,1995-07-21,NU'EST,South Korea,,0,0,Jeju,NU'EST W,,M,,,
641,,Minhyun,Hwang Minhyun,황민현,민현,1995-08-09,NU'EST,South Korea,,0,0,Busan,NU'EST,Wanna One,M,,,
642,,Ren,Choi Minki,최민기,렌,1995-11-03,NU'EST,South Korea,,0,0,Busan,NU'EST W,,M,,,
643,,Junhyuk,Choi Junhyuk,최준혁,준혁,1992-04-21,HOTSHOT,South Korea,,0,0,Ulsan,,,M,,,
644,,Timoteo,Kim Moongyu,김문규,티모테오,1993-01-25,HOTSHOT,South Korea,,0,0,,,,M,,,
645,,Taehyun,Noh Taehyun,노태현,태현,1993-10-15,HOTSHOT,South Korea,,0,0,Seoul,JBJ,,M,,,
646,,Sungwoon,Ha Sungwoon,하성운,성운,1994-03-22,Wanna One,South Korea,,0,0,Goyang,HOTSHOT,,M,,,
647,,Yoonsan,Yoon Sanghyuk,윤상혁,윤산,1994-08-22,HOTSHOT,South Korea,,0,0,,,,M,,,
648,,Hojung,Go Hojung,고호정,호정,1994-10-20,HOTSHOT,South Korea,,0,0,,,,M,,,
649,,Jisung,Yoon Jisung,윤지성,지성,1991-03-08,Wanna One,South Korea,,0,0,Wonju,,,M,,,
650,,Seongwu,Ong Seunwu,옹성우,성우,1995-08-25,Wanna One,South Korea,,0,0,Incheon,,,M,,,
651,,Jaehwan,Kim Jaehwan,김재환,재환,1996-05-27,Wanna One,South Korea,,0,0,Seoul,,,M,,,
652,,Daniel,Kang Daniel,강다니엘,다니엘,1996-12-10,Wanna One,South Korea,,0,0,Busan,,,M,,,
